,id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,lot_shape,land_contour,utilities,land_slope,overall_qual,overall_cond,year_built,year_remod/add,mas_vnr_area,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_val,mo_sold,yr_sold,saleprice
1768,1906,534475170,60,3,100.0,9500,4,2,4,3,6,6,1964,1978,272.0,3,3,3,3,1,3,442.0,1,0.0,374.0,816.0,3,2,4,1127,850,0,1977,0.0,1.0,1,1,4,1,3,9,4,1,3,1964.0,2,2.0,540.0,2,3,2,0,52,0,0,0,0,1,4,0,6,2007,165000
1769,549,531452070,120,3,50.0,7175,4,2,4,3,6,5,1990,1991,0.0,4,3,4,3,1,1,0.0,1,0.0,1332.0,1332.0,4,2,4,1332,0,0,1332,0.0,0.0,2,0,2,1,4,5,4,0,1,1990.0,2,2.0,542.0,2,3,2,0,60,0,0,0,0,1,1,0,2,2009,145000
1770,243,905475510,20,3,69.0,11200,3,2,4,3,5,3,1964,1964,0.0,3,2,3,3,2,1,0.0,1,0.0,1250.0,1250.0,5,2,4,1298,0,0,1298,0.0,0.0,2,0,3,1,3,5,4,0,1,1964.0,1,2.0,504.0,1,2,0,0,144,0,0,0,0,1,1,0,6,2010,114000
1771,1697,528110070,20,3,110.0,14226,4,2,4,3,8,5,2006,2006,375.0,4,3,4,3,3,1,0.0,1,0.0,1935.0,1935.0,4,2,4,1973,0,0,1973,0.0,0.0,2,0,3,1,4,9,4,1,4,2006.0,3,3.0,895.0,3,3,2,315,45,0,0,0,0,1,1,0,7,2007,395000
1772,2365,527450010,160,1,24.0,2760,4,2,4,3,6,5,1973,1973,514.0,3,3,3,3,1,1,0.0,1,0.0,525.0,525.0,3,2,4,525,567,0,1092,0.0,0.0,1,1,3,1,3,6,4,0,1,1973.0,1,2.0,440.0,1,3,2,0,0,0,0,0,0,1,1,0,12,2006,105500
1773,310,914467040,60,3,85.0,11050,4,2,4,3,8,5,1998,1999,0.0,4,3,4,3,1,6,615.0,1,0.0,434.0,1049.0,5,2,4,1036,880,0,1916,1.0,0.0,2,1,3,1,4,8,4,1,3,1998.0,1,3.0,741.0,1,3,2,0,70,0,0,0,0,1,1,0,5,2010,254900
1774,1961,535451100,20,3,60.0,7200,4,2,4,3,5,3,1950,1950,0.0,3,3,3,3,1,2,432.0,1,0.0,432.0,864.0,2,2,3,1238,0,0,1238,0.0,0.0,1,1,3,1,3,6,2,1,3,1950.0,1,1.0,357.0,1,3,2,0,171,0,0,0,0,1,1,0,11,2007,102000
1775,849,907194010,60,3,79.0,12420,4,2,4,3,7,5,2001,2001,0.0,4,3,4,3,1,6,666.0,1,0.0,278.0,944.0,5,2,4,944,896,0,1840,1.0,0.0,2,1,3,1,4,6,4,0,1,2001.0,2,2.0,622.0,2,3,2,0,45,0,0,0,0,1,1,0,6,2009,230000
1776,2018,903233050,70,1,51.0,6120,4,2,4,3,5,8,1920,2004,0.0,3,3,3,3,2,1,0.0,1,0.0,939.0,939.0,5,2,4,939,574,0,1513,0.0,0.0,1,1,4,1,3,8,4,0,1,1933.0,1,1.0,180.0,1,2,0,24,0,150,0,0,0,1,1,0,5,2007,137500
1777,1328,903201030,30,3,55.0,7111,3,3,4,3,5,7,1928,1983,0.0,4,4,3,3,1,2,406.0,4,273.0,329.0,1008.0,3,2,4,1143,0,0,1143,0.0,0.0,1,0,2,1,3,5,4,1,1,1992.0,1,1.0,288.0,1,3,2,265,0,0,0,0,0,1,4,0,7,2008,138000
1778,801,906201050,80,3,66.0,19255,3,2,4,3,6,5,1983,1983,100.0,4,3,4,3,3,3,70.0,6,450.0,0.0,520.0,4,2,4,1338,0,0,1338,0.0,0.0,1,1,2,1,4,5,2,1,1,1983.0,1,2.0,576.0,1,3,2,0,0,0,0,0,0,1,1,600,9,2009,156500
1779,400,527405180,20,3,70.0,8120,4,2,4,3,4,7,1970,1970,0.0,3,4,3,3,1,5,191.0,1,0.0,673.0,864.0,5,2,4,864,0,0,864,0.0,0.0,1,0,3,1,3,5,4,0,1,1994.0,1,2.0,463.0,1,3,2,0,0,0,0,0,0,1,1,0,7,2009,124500
1780,1650,527325110,60,3,92.0,11952,4,2,4,3,7,6,1977,1977,0.0,3,3,4,3,1,1,0.0,1,0.0,808.0,808.0,3,2,4,1161,808,0,1969,0.0,0.0,2,1,3,1,3,8,4,1,4,1977.0,2,2.0,534.0,2,3,2,0,0,0,0,276,0,1,1,0,11,2007,190000
1781,1084,528228465,20,3,43.0,3182,4,2,4,3,7,5,2007,2007,16.0,4,3,4,3,3,1,0.0,1,0.0,1266.0,1266.0,5,2,4,1266,0,0,1266,0.0,0.0,2,0,2,1,4,6,4,1,4,2007.0,3,2.0,388.0,3,3,2,100,16,0,0,0,0,1,1,0,3,2008,159895
1782,1522,909250040,70,3,51.0,9842,4,2,4,3,5,6,1921,1998,0.0,3,3,3,2,1,1,0.0,1,0.0,612.0,612.0,5,2,4,990,1611,0,2601,0.0,0.0,3,1,4,1,3,8,4,0,1,1998.0,2,2.0,621.0,2,3,2,183,0,301,0,0,0,1,1,0,5,2008,189000
1783,2496,532378130,20,3,69.0,8020,3,2,4,3,5,6,1964,1964,0.0,3,3,3,3,1,5,644.0,1,0.0,268.0,912.0,3,0,4,912,0,0,912,0.0,0.0,1,0,3,1,3,6,4,0,1,1978.7077955601449,0,0.0,0.0,0,0,2,0,0,0,0,0,0,1,2,0,4,2006,124000
1784,220,905103060,20,3,69.0,11341,3,2,4,3,5,6,1957,1996,180.0,3,3,4,3,1,5,1302.0,1,0.0,90.0,1392.0,3,2,4,1392,0,0,1392,1.0,0.0,1,1,3,1,3,5,2,1,4,1957.0,1,2.0,528.0,1,3,2,0,0,0,0,95,0,1,1,0,5,2010,121500
1785,1254,535354200,90,3,76.0,12436,4,2,4,3,5,5,1957,1957,0.0,3,3,3,3,1,1,0.0,1,0.0,1824.0,1824.0,2,2,3,1824,0,0,1824,0.0,0.0,2,0,5,2,3,9,4,0,1,1958.0,1,2.0,484.0,1,3,2,0,0,0,0,0,0,1,1,0,1,2008,146000
1786,1443,907196040,60,3,75.0,12192,3,2,4,3,7,5,2000,2001,0.0,4,3,4,3,1,6,663.0,1,0.0,265.0,928.0,5,2,4,928,895,0,1823,1.0,0.0,2,1,3,1,4,6,4,0,1,2000.0,2,2.0,626.0,2,3,2,192,36,0,0,0,0,1,1,4500,5,2008,235000
1787,2885,911370530,120,1,44.0,3842,3,4,4,2,8,5,2004,2005,186.0,4,3,5,3,4,6,1564.0,1,0.0,30.0,1594.0,5,2,4,1646,0,0,1646,1.0,1.0,2,0,2,1,4,5,4,1,4,2004.0,3,2.0,525.0,3,3,2,128,53,0,0,155,0,1,1,0,12,2006,300000
1788,2920,923228260,160,1,21.0,1936,4,2,4,3,4,7,1970,1970,0.0,3,3,3,3,1,1,0.0,1,0.0,546.0,546.0,4,2,4,546,546,0,1092,0.0,0.0,1,1,3,1,3,5,4,0,1,1978.7077955601449,0,0.0,0.0,0,0,2,0,0,0,0,0,0,1,1,0,6,2006,90500
1789,1197,534225120,90,3,74.0,13101,3,2,4,3,5,5,1965,1965,108.0,3,3,3,3,1,2,231.0,1,0.0,1497.0,1728.0,3,2,4,1728,0,0,1728,0.0,0.0,2,0,6,2,3,10,4,0,1,1987.0,1,2.0,576.0,1,3,2,0,0,0,0,0,0,1,1,0,11,2008,142600
1790,848,907192090,20,3,67.0,9808,3,2,4,3,7,5,2002,2002,110.0,4,3,4,3,1,6,788.0,1,0.0,785.0,1573.0,5,2,4,1573,0,0,1573,1.0,0.0,2,0,3,1,4,6,4,0,1,2002.0,2,2.0,544.0,2,3,2,0,72,0,0,0,0,1,1,0,3,2009,227000
1791,926,909279010,90,3,69.0,8145,3,4,4,3,7,6,1940,1950,0.0,3,3,3,3,1,2,246.0,1,0.0,674.0,920.0,5,2,4,1240,1240,0,2480,0.0,0.0,2,1,5,2,3,13,4,2,4,1940.0,1,2.0,400.0,1,3,2,0,0,57,0,0,0,1,1,0,7,2009,205000
1792,2158,907295040,20,3,73.0,17227,2,2,4,2,8,5,1999,2000,158.0,4,3,4,3,4,6,915.0,1,0.0,426.0,1341.0,5,2,4,1341,0,0,1341,1.0,0.0,1,1,1,1,4,5,4,1,3,1999.0,2,2.0,482.0,2,3,2,240,84,0,0,0,0,1,1,0,1,2007,246900
1794,278,908102300,50,3,89.0,11792,4,2,4,3,4,5,1948,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,744.0,744.0,5,0,2,792,328,0,1120,0.0,0.0,1,0,2,1,2,5,4,0,1,1956.0,1,2.0,480.0,1,2,1,0,0,0,0,160,0,1,1,0,6,2010,64000
1795,2522,533253160,120,3,40.0,3876,3,2,4,3,8,5,1978,1978,0.0,4,3,4,3,4,6,652.0,3,526.0,48.0,1226.0,3,2,4,1226,0,0,1226,1.0,0.0,1,0,1,1,4,4,4,1,3,1978.0,3,2.0,484.0,3,3,2,133,60,0,0,0,0,1,1,0,7,2006,170000
1796,434,528110090,60,3,107.0,13891,4,2,4,3,9,5,2008,2009,424.0,5,3,5,3,4,1,0.0,1,0.0,1734.0,1734.0,5,2,4,1734,1088,0,2822,0.0,0.0,3,1,4,1,5,12,4,1,4,2009.0,2,3.0,1020.0,2,3,2,52,170,0,0,192,0,1,1,0,1,2009,582933
1797,2683,903234030,30,1,50.0,6000,4,2,4,3,6,6,1925,1980,0.0,3,4,3,3,1,4,397.0,1,0.0,706.0,1103.0,4,2,4,1103,0,0,1103,0.0,0.0,1,0,2,1,4,5,4,1,4,1976.0,1,2.0,440.0,1,3,2,166,120,0,0,0,0,1,3,0,7,2006,110500
1798,2173,908127070,20,3,80.0,8240,4,2,4,3,6,6,1960,1960,198.0,3,3,3,3,1,1,0.0,1,0.0,1179.0,1179.0,4,2,4,1179,0,0,1179,0.0,0.0,1,0,2,1,3,5,2,0,1,1960.0,3,2.0,622.0,3,3,1,0,0,0,0,0,0,1,4,0,6,2007,110000
1799,894,908201040,20,3,50.0,9405,4,2,4,3,5,9,1947,2008,0.0,3,5,3,3,1,1,0.0,1,0.0,698.0,698.0,5,2,4,698,0,0,698,0.0,1.0,1,0,2,1,3,4,4,0,1,1978.7077955601449,0,0.0,0.0,0,0,2,0,200,0,0,0,0,1,1,0,6,2009,118000
1800,1066,528170070,60,3,85.0,10625,4,2,4,3,7,5,2003,2004,292.0,4,3,4,3,1,6,866.0,1,0.0,132.0,998.0,5,2,4,1006,1040,0,2046,1.0,0.0,2,1,3,1,4,8,4,1,4,2003.0,2,3.0,871.0,2,3,2,320,62,0,0,0,0,1,1,0,8,2008,284000
1801,1261,535402120,60,3,70.0,9247,3,2,4,3,6,6,1962,1962,318.0,3,3,3,3,1,3,319.0,1,0.0,539.0,858.0,5,2,4,858,858,0,1716,0.0,0.0,1,1,4,1,3,8,4,1,4,1962.0,3,2.0,490.0,3,3,2,0,84,0,0,120,0,1,1,0,3,2008,171000
1802,537,531369010,60,3,96.0,10628,3,2,4,3,7,5,2004,2004,0.0,4,3,4,3,4,1,0.0,1,0.0,835.0,835.0,5,2,4,871,941,0,1812,0.0,0.0,2,1,3,1,4,8,4,0,1,2004.0,2,2.0,478.0,2,3,2,146,91,0,0,0,0,1,1,0,1,2009,193000
1803,2301,923275010,20,3,69.0,11000,2,2,4,3,5,6,1976,2003,0.0,3,3,4,3,1,2,1090.0,1,0.0,0.0,1090.0,3,2,4,1178,0,0,1178,1.0,0.0,1,1,3,1,3,6,4,0,1,1976.0,1,2.0,502.0,1,3,2,0,44,0,0,88,0,1,3,0,6,2007,135000
1804,2854,909253080,70,3,54.0,9399,4,3,4,3,7,8,1919,1950,0.0,3,3,3,3,2,1,0.0,1,0.0,818.0,818.0,3,2,4,818,818,0,1636,0.0,0.0,1,1,4,1,4,7,4,1,4,1919.0,1,1.0,288.0,1,3,0,0,0,212,0,0,0,1,1,0,9,2006,167000
1805,2649,902128020,20,1,60.0,7200,4,2,4,3,4,5,1950,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,576.0,576.0,5,2,4,864,0,0,864,0.0,0.0,1,0,2,1,3,5,4,0,1,1952.0,2,1.0,528.0,2,3,2,0,0,0,0,115,0,1,1,0,8,2006,105000
1806,2776,907180120,20,3,78.0,10264,3,2,4,3,7,5,1999,1999,183.0,4,3,4,3,3,5,1162.0,1,0.0,426.0,1588.0,5,2,4,1588,0,0,1588,0.0,0.0,2,0,3,1,4,6,4,0,1,1999.0,2,2.0,472.0,2,3,2,158,29,0,0,0,0,1,1,0,8,2006,214000
1807,2403,528172150,60,3,69.0,13215,3,2,4,3,8,5,2004,2004,112.0,4,3,4,3,1,6,994.0,1,0.0,426.0,1420.0,5,2,4,1426,488,0,1914,1.0,0.0,2,1,3,1,4,9,4,1,3,2004.0,2,3.0,746.0,2,3,2,168,127,0,0,0,0,1,1,0,2,2006,279000
1808,2355,527375160,80,3,81.0,10530,4,2,4,3,6,6,1975,2000,248.0,3,3,3,2,1,5,548.0,1,0.0,127.0,675.0,3,2,4,1109,766,0,1875,0.0,0.0,3,0,3,1,4,8,4,1,3,1975.0,2,2.0,485.0,2,3,2,48,28,0,0,0,0,1,1,0,6,2006,184500
1809,1983,902201130,50,1,50.0,6000,4,2,4,3,3,7,1948,2002,0.0,3,4,3,3,1,5,331.0,1,0.0,318.0,649.0,5,2,4,679,504,0,1183,0.0,0.0,1,1,2,1,3,6,4,0,1,1981.0,1,1.0,308.0,1,3,2,0,176,0,0,0,0,1,1,0,6,2007,120000
1810,547,531450120,60,3,70.0,7703,4,2,4,3,6,6,1992,1992,0.0,4,4,4,4,1,6,52.0,3,364.0,400.0,816.0,5,2,4,833,897,0,1730,0.0,0.0,2,1,3,1,4,6,4,0,1,1992.0,2,2.0,528.0,2,3,2,0,91,0,0,168,0,1,1,0,11,2009,171500
1812,2748,906204180,60,3,88.0,12128,3,3,4,3,6,4,1989,1989,232.0,4,3,4,3,1,5,549.0,1,0.0,319.0,868.0,5,2,4,1313,1246,0,2559,0.0,0.0,2,1,4,1,5,9,4,1,3,1989.0,2,2.0,506.0,2,3,2,0,245,0,0,168,0,1,3,0,11,2006,209000
1813,2425,528228430,120,1,69.0,3072,4,2,4,3,7,5,2004,2004,18.0,4,3,4,3,1,6,1059.0,1,0.0,306.0,1365.0,5,2,4,1548,0,0,1548,1.0,0.0,2,0,2,1,4,7,4,1,3,2004.0,3,2.0,388.0,3,3,2,143,20,0,0,0,0,1,1,0,9,2006,225000
1814,2837,908227040,50,3,58.0,8410,4,2,4,3,5,3,1910,1996,0.0,3,2,3,3,1,1,0.0,1,0.0,658.0,658.0,3,2,4,658,526,0,1184,0.0,0.0,1,0,5,1,3,8,4,0,1,1978.7077955601449,0,0.0,0.0,0,0,0,0,151,0,0,0,0,1,1,0,5,2006,81000
1815,2456,528429100,20,3,49.0,15218,3,2,4,3,8,5,2006,2006,0.0,4,3,5,4,1,6,1562.0,1,0.0,108.0,1670.0,5,2,4,1670,0,0,1670,1.0,0.0,2,1,2,1,4,6,4,1,4,2006.0,2,3.0,928.0,2,3,2,0,240,200,0,0,0,1,1,0,9,2006,336820
1816,2114,906402070,60,3,69.0,14364,3,1,4,2,7,5,1988,1989,128.0,4,3,4,3,4,6,1065.0,1,0.0,92.0,1157.0,5,2,4,1180,882,0,2062,1.0,0.0,2,1,3,1,3,7,4,1,4,1988.0,3,2.0,454.0,3,3,2,60,55,0,0,154,0,1,1,0,4,2007,277000
1817,1890,534278190,20,3,70.0,8680,4,2,4,3,5,7,1960,1960,0.0,3,3,3,3,1,1,0.0,1,0.0,894.0,894.0,3,2,4,894,0,0,894,0.0,0.0,1,0,3,1,3,5,4,0,1,1965.0,1,1.0,312.0,1,3,2,0,0,0,0,0,0,1,1,0,1,2007,117600
1818,621,534477110,50,3,80.0,9600,4,2,4,3,6,8,1950,2005,0.0,3,4,3,3,1,4,120.0,1,0.0,736.0,856.0,5,2,4,1112,556,0,1668,0.0,0.0,1,1,3,1,3,6,2,0,1,1950.0,1,1.0,271.0,1,3,2,0,0,0,0,0,0,1,3,0,9,2009,140000
1819,1427,906412050,20,3,91.0,11778,4,2,4,3,9,5,2008,2008,402.0,5,3,5,3,3,6,1153.0,1,0.0,598.0,1751.0,5,2,4,1766,0,0,1766,1.0,0.0,2,1,3,1,5,8,4,2,4,2008.0,3,3.0,874.0,3,3,2,216,36,0,0,0,0,1,1,0,12,2008,395039
1820,1728,528218010,60,3,59.0,15810,3,2,4,3,6,5,2007,2007,0.0,4,3,4,3,1,1,0.0,1,0.0,768.0,768.0,5,2,4,768,728,0,1496,0.0,0.0,3,0,3,1,4,7,4,0,1,2007.0,1,2.0,572.0,1,3,2,100,0,0,0,0,0,1,1,0,5,2007,181755
1821,2472,531367010,20,3,91.0,11024,3,2,4,3,7,5,2005,2006,118.0,4,3,4,3,3,1,0.0,1,0.0,1400.0,1400.0,5,2,4,1400,0,0,1400,0.0,0.0,2,0,3,1,4,6,4,0,1,2005.0,2,2.0,612.0,2,3,2,144,55,0,0,0,0,1,1,0,10,2006,186800
1822,610,534402170,60,3,69.0,8970,3,2,4,3,5,6,1965,1965,0.0,3,4,3,3,1,5,388.0,1,0.0,356.0,744.0,3,2,4,825,1315,0,2140,0.0,0.0,2,1,4,1,3,7,4,1,3,1965.0,3,2.0,549.0,3,3,2,0,40,264,0,0,0,1,3,0,6,2009,177500
1823,1950,535379060,30,3,60.0,10800,4,2,4,3,4,6,1927,2007,0.0,3,3,3,3,1,1,0.0,1,0.0,656.0,656.0,3,2,4,968,0,0,968,0.0,0.0,2,0,4,1,3,5,4,0,1,1928.0,1,1.0,216.0,1,2,2,0,0,0,0,0,0,1,1,0,8,2007,64500
1825,1745,528228555,20,3,53.0,3710,4,2,4,3,7,5,2007,2007,16.0,4,3,4,3,3,1,0.0,1,0.0,1266.0,1266.0,5,2,4,1266,0,0,1266,0.0,0.0,2,0,2,1,4,6,4,1,4,2007.0,3,2.0,388.0,3,3,2,100,16,0,0,0,0,1,1,0,8,2007,185485
1826,744,903231130,30,1,51.0,6120,4,2,4,3,5,7,1931,1993,0.0,3,3,3,3,1,4,209.0,1,0.0,506.0,715.0,3,2,3,875,0,0,875,1.0,0.0,1,0,2,1,3,5,4,0,1,1931.0,1,1.0,180.0,1,3,2,48,0,0,0,0,0,1,1,0,11,2009,105000
1827,1859,533254100,80,3,80.0,9600,4,2,4,3,6,7,1976,1994,360.0,4,4,3,3,1,1,0.0,1,0.0,528.0,528.0,5,2,4,1094,761,0,1855,0.0,0.0,2,1,3,1,3,7,4,1,3,1976.0,2,2.0,512.0,2,3,2,113,100,0,0,0,0,1,1,0,8,2007,187000
1828,2343,527301010,20,3,91.0,14145,4,2,4,3,7,7,1984,1998,0.0,4,3,4,3,2,5,213.0,1,0.0,995.0,1208.0,5,2,4,1621,0,0,1621,1.0,0.0,2,0,3,1,4,8,4,0,1,1984.0,2,2.0,440.0,2,3,2,108,45,0,0,0,0,1,1,400,5,2006,202500
1829,1713,528172050,20,3,70.0,9926,3,2,4,3,7,5,2005,2006,210.0,4,3,4,3,2,6,1178.0,1,0.0,436.0,1614.0,5,2,4,1614,0,0,1614,1.0,0.0,2,0,3,1,4,7,4,0,1,2005.0,2,3.0,878.0,2,3,2,100,38,0,0,0,0,1,1,0,5,2007,245700
1830,1816,531451150,160,3,50.0,8012,4,2,4,3,6,5,1980,1980,0.0,3,3,3,3,1,1,0.0,1,0.0,630.0,630.0,5,2,4,630,636,0,1266,0.0,0.0,1,1,2,1,3,5,4,2,3,1980.0,2,1.0,283.0,2,3,2,340,0,0,0,0,0,1,3,0,7,2007,128000
1831,2390,528120110,60,3,80.0,10240,4,2,4,3,8,5,2005,2005,178.0,4,3,4,3,2,1,0.0,1,0.0,1030.0,1030.0,4,2,4,1038,1060,0,2098,0.0,0.0,2,1,3,1,5,8,4,1,4,2005.0,2,3.0,878.0,2,3,2,192,52,0,0,0,0,1,1,0,3,2006,275500
1832,364,527166010,60,3,69.0,10762,3,2,4,3,7,5,1999,1999,344.0,4,3,4,3,1,6,694.0,1,0.0,284.0,978.0,5,2,4,1005,978,0,1983,0.0,0.0,2,1,3,1,4,9,4,1,3,1999.0,3,2.0,490.0,3,3,2,0,0,0,0,0,0,1,1,0,5,2009,225000
1833,684,535453100,80,3,80.0,8000,4,2,4,3,5,5,1959,1959,0.0,3,3,4,3,3,6,433.0,3,95.0,0.0,528.0,3,2,4,1183,0,0,1183,1.0,0.0,1,0,3,1,3,6,4,0,1,1959.0,2,1.0,288.0,2,3,2,0,0,0,0,0,0,1,2,0,7,2009,138000
1834,32,527451410,160,1,21.0,1680,4,2,4,3,6,5,1971,1971,381.0,3,3,3,3,1,1,0.0,1,0.0,525.0,525.0,3,2,4,525,567,0,1092,0.0,0.0,1,1,3,1,3,6,4,0,1,1971.0,1,1.0,264.0,1,3,2,0,0,0,0,0,0,1,1,0,3,2010,88000
1835,1698,528110100,60,3,105.0,13693,4,2,4,3,9,5,2006,2006,772.0,5,3,4,3,3,1,0.0,1,0.0,2153.0,2153.0,5,2,4,2069,574,0,2643,0.0,0.0,2,1,3,1,5,9,4,1,4,2006.0,3,3.0,694.0,3,3,2,414,84,0,0,0,0,1,1,0,3,2007,380000
1837,165,535456110,20,3,60.0,7200,4,2,4,3,5,7,1951,2000,0.0,3,3,3,3,2,4,234.0,3,486.0,180.0,900.0,3,2,4,900,0,0,900,0.0,1.0,1,0,3,1,4,5,4,0,1,2005.0,1,2.0,576.0,1,3,2,222,32,0,0,0,0,1,1,0,5,2010,134800
1838,935,909451140,160,1,24.0,1612,4,2,4,3,6,6,1980,1980,0.0,3,3,4,3,1,1,0.0,1,0.0,561.0,561.0,3,2,4,561,668,0,1229,0.0,0.0,1,1,2,1,3,5,4,1,3,1980.0,3,2.0,462.0,3,3,2,154,0,0,0,0,0,1,3,0,7,2009,121000
1840,250,906378100,20,3,64.0,10475,3,2,4,3,8,5,2008,2008,72.0,4,3,4,3,3,1,0.0,1,0.0,1694.0,1694.0,5,2,4,1694,0,0,1694,0.0,0.0,2,0,3,1,4,7,4,0,1,2008.0,2,3.0,776.0,2,3,2,160,33,0,0,0,0,1,1,0,2,2010,245350
1841,2668,902401090,90,1,33.0,5976,4,2,4,3,5,7,1920,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,624.0,624.0,4,0,3,624,624,0,1248,0.0,0.0,2,0,2,2,3,8,4,0,1,1978.7077955601449,0,0.0,0.0,0,0,0,0,130,256,0,0,0,1,1,0,12,2006,93500
1842,236,905426060,30,3,85.0,10625,4,2,4,3,5,5,1920,1950,0.0,3,3,3,3,1,5,108.0,1,0.0,350.0,458.0,2,0,4,835,0,0,835,0.0,0.0,1,0,2,1,3,5,4,0,1,1920.0,1,1.0,366.0,1,3,2,0,0,77,0,0,0,1,1,400,5,2010,83000
1843,2117,906426195,60,3,69.0,53107,2,1,4,2,6,5,1992,1992,0.0,4,3,4,3,3,6,985.0,1,0.0,595.0,1580.0,5,2,4,1079,874,0,1953,1.0,0.0,2,1,3,1,4,9,4,2,2,1992.0,3,2.0,501.0,3,3,2,216,231,0,0,0,0,1,1,0,6,2007,240000
1844,2029,903430040,45,1,40.0,5680,4,2,4,3,5,4,1901,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,592.0,592.0,3,0,3,933,240,0,1173,0.0,0.0,2,0,3,1,3,7,4,0,1,1920.0,1,1.0,240.0,1,2,2,0,25,77,0,0,0,1,3,0,9,2007,113000
1845,636,535175050,20,3,66.0,12400,3,2,4,3,6,7,1958,1998,176.0,3,3,3,2,1,3,585.0,1,0.0,630.0,1215.0,3,2,3,1215,0,0,1215,0.0,0.0,1,0,3,1,3,6,4,0,1,1958.0,1,1.0,297.0,1,3,2,0,0,0,0,234,0,1,1,0,6,2009,155000
1846,1155,532378200,20,3,65.0,6768,3,2,4,3,6,8,1961,1996,0.0,3,4,3,3,2,6,832.0,1,0.0,80.0,912.0,4,2,4,912,0,0,912,1.0,1.0,1,0,3,1,4,5,4,0,1,1962.0,1,1.0,288.0,1,3,2,168,0,0,0,0,0,1,4,0,5,2008,142000
1847,739,903228120,45,1,50.0,6000,4,2,4,3,6,7,1926,2004,0.0,4,3,3,3,1,1,0.0,1,0.0,884.0,884.0,4,2,4,904,0,0,904,0.0,0.0,1,0,2,1,3,4,4,0,1,1926.0,1,1.0,180.0,1,3,2,0,0,105,0,0,0,1,1,0,1,2009,119000
1848,1608,923400040,50,3,75.0,12508,3,2,4,3,6,7,1940,1985,0.0,3,3,4,3,2,5,660.0,1,0.0,323.0,983.0,5,2,4,983,767,0,1750,1.0,0.0,2,0,4,1,3,7,2,0,1,1989.0,1,1.0,423.0,1,3,2,245,0,156,0,0,0,1,1,1300,7,2008,160000
1849,1087,528235120,60,3,62.0,7415,3,2,4,3,6,5,2004,2004,0.0,3,3,3,3,1,6,759.0,1,0.0,80.0,839.0,5,2,4,864,729,0,1593,1.0,0.0,2,1,3,1,3,8,4,1,3,2004.0,3,2.0,398.0,3,3,2,100,75,0,0,0,0,1,1,0,4,2008,193000
1850,1774,528366070,60,3,88.0,11762,4,2,4,3,8,5,1992,1993,309.0,4,3,5,3,1,6,335.0,1,0.0,770.0,1105.0,5,2,4,1105,1097,0,2202,1.0,0.0,2,1,4,1,4,9,4,1,3,1992.0,2,2.0,517.0,2,3,2,0,65,0,0,144,0,1,1,0,9,2007,263000
1851,2816,907420090,20,3,65.0,8767,3,2,4,3,7,5,2005,2005,0.0,4,3,4,3,3,6,24.0,1,0.0,1286.0,1310.0,5,2,4,1310,0,0,1310,0.0,0.0,2,0,3,1,4,6,4,1,4,2005.0,3,2.0,400.0,3,3,2,0,0,0,0,0,0,1,1,0,7,2006,164990
1852,2194,908276230,20,3,60.0,8190,4,2,4,3,4,6,1954,1954,0.0,3,3,3,3,1,3,732.0,1,0.0,216.0,948.0,5,2,4,948,0,0,948,1.0,0.0,1,0,3,1,3,5,4,1,3,1956.0,1,1.0,280.0,1,3,2,0,36,0,0,0,0,1,1,0,10,2007,119000
1854,2767,906475200,20,3,62.0,70761,3,1,4,2,7,5,1975,1975,0.0,3,3,4,3,4,5,655.0,1,0.0,878.0,1533.0,3,2,4,1533,0,0,1533,1.0,0.0,2,0,2,1,4,5,4,2,3,1975.0,1,2.0,576.0,1,3,2,200,54,0,0,0,0,1,1,0,12,2006,280000
1856,2284,923225040,120,1,44.0,4224,4,2,4,3,5,7,1976,1976,0.0,3,3,4,3,1,6,840.0,1,0.0,200.0,1040.0,3,2,4,1060,0,0,1060,1.0,0.0,1,0,3,1,3,6,4,1,3,1976.0,1,2.0,572.0,1,3,2,100,110,0,0,0,0,1,1,0,6,2007,129900
1857,1434,907135260,20,3,57.0,9245,2,2,4,3,5,5,1994,1995,0.0,3,3,4,3,1,6,686.0,1,0.0,304.0,990.0,5,2,4,990,0,0,990,0.0,1.0,1,0,3,1,3,5,4,0,1,1996.0,1,2.0,672.0,1,3,2,0,0,0,0,0,0,1,1,0,2,2008,145000
